id,CVE_SUN,P_TOTAL_1990,P_TOTAL_2000,P_TOTAL_2010,P_TOTAL_2020,CVEGEO,CVE_ENT_x,CVE_MUN_x,NOMGEO,CVE_ENT_y,NOM_ENT,CVE_MUN_y,NOM_MUN,CVE_LOC,NOM_LOC,NOM_SUN,POB_2018,mts_built_up_2020,mts_built_up_1975,mts_built_up_1980,mts_built_up_1985,mts_built_up_1990,mts_built_up_1995,mts_built_up_2000,mts_built_up_2005,mts_built_up_2010,mts_built_up_2015,density_1990,density_2000,density_2010,density_2020,built_up_parsed_1990,built_up_parsed_2000,built_up_parsed_2010,built_up_parsed_2020,poblation_change,surface_change
58,M28.01,207923.0,263063,321953,349688,28041,28,041,Victoria,28,Tamaulipas,28041,Victoria,,,Ciudad Victoria,365089,9088794384,9075929876,9076440584,9077059062,9077787373,9079361215,9081750182,9083077615,9084974187,9087159856,0.00014142099993333656,0.00017892504679839805,0.00021897969532729667,0.00023784394523303624,6.174351887342317,6.177047233270015,6.179240073941274,6.181838420827776,1.6818149026322244,1.0012125213499423
59,M28.02,303293.0,418141,489193,541979,28022,28,022,Matamoros,28,Tamaulipas,28022,Matamoros,,,Matamoros,542609,51162488682,51145335015,51145407555,51145488322,51145592372,51147887644,51151658446,51153396227,51155945995,51159060452,6.518491026850234e-05,8.986848877020518e-05,0.00010513926074449283,0.000116484233010365,10.992409483233104,10.993713227432186,10.994634724126264,10.9960409038436,1.7869815656807113,1.000330357108333
60,M28.03,219468.0,310915,384033,425058,28027,28,027,Nuevo Laredo,28,Tamaulipas,28027,Nuevo Laredo,,,Nuevo Laredo,428927,5120662778,5104669693,5105093295,5105644581,5106324070,5107487958,5109715705,5111374846,5114086432,5117448717,0.0001786088563108812,0.00025303084075991775,0.0003125362007929932,0.00034592342959242596,4.155661427157599,4.158421629320895,4.161978642419465,4.167330646528331,1.936765268740773,1.0028080293775792
61,M28.04,376676.0,524692,727150,837251,28032,28,032,Reynosa,28,Tamaulipas,28032,Reynosa,,,Reynosa,711130,28601757331,28561117809,28563163816,28566144865,28569877522,28572499038,28576901448,28580749232,28587045825,28594848234,7.929267662852641e-05,0.00011045097931796765,0.00015306966679701648,0.0001762466225613269,6.014139631058393,6.015618211835987,6.017753667254062,6.020850532167081,2.222735188862577,1.001115853891059
62,M28.05,648598.0,746417,859419,927379,28003,28,003,Altamira,28,Tamaulipas,28003,Altamira,,,Tampico,263616,47942403137,47920942258,47921578130,47922334541,47923186841,47925612457,47929459026,47931434387,47934295380,47937856284,0.00012221451578872626,0.00014064642849881387,0.0001619392550464715,0.00017474487346188727,9.030106591178932,9.031288451210433,9.032199759389448,9.033727493973718,1.4298209368514858,1.0004009811798151
63,M29.01,303779.0,378079,463353,528184,29001,29,001,Amaxac de Guerrero,29,Tlaxcala,29001,Amaxac de Guerrero,,,Tlaxcala-Apizaco,12025,5966148731,5933159599,5935329908,5938529296,5942780838,5945133038,5948533104,5951590382,5955911469,5960953032,0.00042678680912321,0.0005311727604821074,0.0006509763623149287,0.0007420590758081814,8.349163277147452,8.357244781304646,8.36761083312158,8.381993421724275,1.7387113658284477,1.003932147867641
64,M30.01,91323.0,102992,112996,114416,30003,30,003,Acayucan,30,Veracruz de Ignacio de la Llave,30003,Acayucan,,,Acayucan,89732,5757160198,5753048054,5753162563,5753291824,5753446827,5753888327,5754530141,5754938440,5755518288,5756221682,0.00010943609155760891,0.00012341953222847756,0.00013540773519971503,0.00013710937936396505,6.894590998230528,6.89588917777007,6.897073314795402,6.899040882802249,1.2528716752625297,1.0006454167582768
65,M30.02,271825.0,307724,347257,355738,30039,30,039,Coatzacoalcos,30,Veracruz de Ignacio de la Llave,30039,Coatzacoalcos,,,Coatzacoalcos,335077,6566798259,6559043426,6559253917,6559550368,6559868065,6561255516,6563362790,6564042369,6565023067,6566147085,0.0005440535547220523,0.0006159048508168448,0.0006950295419925163,0.0007120041329889211,13.129474990420018,13.136469628731527,13.139792647599082,13.143345667070854,1.3087022900763359,1.0010564532596282
66,M30.03,237706.0,276553,316032,335950,30014,30,014,Amatlán de los Reyes,30,Veracruz de Ignacio de la Llave,30014,Amatlán de los Reyes,,,Córdoba,45984,1710303974,1693933047,1695277113,1697126740,1699502662,1700701131,1702498215,1703866699,1705912292,1708342501,0.0005135995229027294,0.0005975343022781019,0.0006828346125970541,0.0007258704438220824,3.672030812748178,3.6785031550181664,3.685879781263836,3.695368669974851,1.4133004635978899,1.0063555722750612
67,M30.04,311407.0,323389,356137,359228,30048,30,048,Cosoleacaque,30,Veracruz de Ignacio de la Llave,30048,Cosoleacaque,,,Minatitlán,131808,19169159367,19154180323,19154685609,19155272516,19155930559,19157350840,19159452165,19160793121,19162719353,19165334925,0.0001056950995965755,0.00010976192752069464,0.00012087697349457659,0.0001219260942685252,6.501742055569044,6.502937328947324,6.504046249944799,6.506232064397054,1.153564306518479,1.000690585506105
68,M30.05,330649.0,383944,430121,465175,30022,30,022,Atzacan,30,Veracruz de Ignacio de la Llave,30022,Atzacan,,,Orizaba,21935,2797418670,2779125171,2780333502,2781841728,2783641856,2784785962,2786407673,2788032831,2790519767,2793736060,0.0005124735195288836,0.0005950755422880386,0.0006666453631896148,0.0007209756250490654,4.314371853694503,4.318658598769682,4.325031941150314,4.335724564147203,1.4068543984708861,1.0049492049310527
69,M30.06,445934.0,467258,513518,521530,30033,30,033,Cazones de Herrera,30,Veracruz de Ignacio de la Llave,30033,Cazones de Herrera,,,Poza Rica,24383,14667017666,14635384327,14637183597,14640122524,14644041767,14646804406,14651135710,14653532925,14657057366,14661437077,0.00015908269449722243,0.00016668982778927634,0.00018319264086798644,0.00018605084532943533,5.224122006001395,5.226652702398283,5.2287651966067665,5.232318438481126,1.1695228441877048,1.001568958854773
70,M30.07,580016.0,708400,834256,939046,30011,30,011,Alvarado,30,Veracruz de Ignacio de la Llave,30011,Alvarado,,,Veracruz,55324,30004862096,29977293204,29978149447,29979599497,29981410610,29983583961,29986813162,29989720342,29994771720,30000659718,0.0003054582081179423,0.000373070043982839,0.00043935054010862127,0.0004945368895001539,15.78933677998342,15.79218196675962,15.7963732422863,15.801687213232267,1.6190001655126756,1.0007822008879121
71,M30.08,461108.0,591053,711139,789157,30026,30,026,Banderilla,30,Veracruz de Ignacio de la Llave,30026,Banderilla,,,Xalapa,23940,10385044230,10363112370,10363773180,10364737037,10365962077,10367795794,10370537708,10372992708,10376878300,10381559251,0.0004208206050533609,0.0005394122007829058,0.000649006185659416,0.0007202076871841199,9.460279225698391,9.46445507995796,9.470241689086052,9.477694154893246,1.7114363663176522,1.001840847270929
72,M31.01,688995.0,873423,1053519,1316088,31002,31,002,Acanceh,31,Yucatán,31002,Acanceh,,,Mérida,17279,29235703374,29195820672,29197529439,29199976679,29203003645,29205399351,29209352889,29213430018,29220427998,29229205209,0.00022520187609750977,0.00028548320122310795,0.0003443485878770853,0.00043017073666633206,9.545165361920501,9.547240647895872,9.55086060932489,9.555853451556393,1.9101560969237803,1.0011197385514692
73,M32.01,206028.0,249948,319013,384830,32017,32,017,Guadalupe,32,Zacatecas,32017,Guadalupe,,,Zacatecas-Guadalupe,188517,14007769089,13986116973,13986702456,13987384532,13988171259,13989905340,13992774477,13994789084,13997612193,14001330761,0.00011265548660616489,0.00013667080962897132,0.00017443534251991225,0.00021042387884486787,7.648689692240935,7.651206717906107,7.653851966367688,7.659405726348313,1.8678529131962647,1.0014010287432955
